image_path (upload exactly here in your repo),size,article,suggested prompt / description
images/cholesterol/carousel-3-1.jpg,700x480,"Cholesterol Explained: Good, Bad, and What to Do","everyday healthy lifestyle scene related to Cholesterol Explained: Good, Bad, and What to Do, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/cholesterol/carousel-3-2.jpg,700x480,"Cholesterol Explained: Good, Bad, and What to Do","everyday healthy lifestyle scene related to Cholesterol Explained: Good, Bad, and What to Do, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/cholesterol/carousel-3-3.jpg,700x480,"Cholesterol Explained: Good, Bad, and What to Do","everyday healthy lifestyle scene related to Cholesterol Explained: Good, Bad, and What to Do, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/cholesterol/carousel-3-4.jpg,700x480,"Cholesterol Explained: Good, Bad, and What to Do","everyday healthy lifestyle scene related to Cholesterol Explained: Good, Bad, and What to Do, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/cholesterol/cover.jpg,1000x560,"Cholesterol Explained: Good, Bad, and What to Do","cholesterol molecule illustration, blood vessel cross section, clean medical style"
images/cold-and-flu/carousel-1-1.jpg,700x480,Colds vs. Flu: The Actual Difference,"cozy sick day at home, tea and blanket, warm wellness photography (photo 1 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-1-2.jpg,700x480,Colds vs. Flu: The Actual Difference,"cozy sick day at home, tea and blanket, warm wellness photography (photo 2 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-1-3.jpg,700x480,Colds vs. Flu: The Actual Difference,"cozy sick day at home, tea and blanket, warm wellness photography (photo 3 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-1-4.jpg,700x480,Colds vs. Flu: The Actual Difference,"cozy sick day at home, tea and blanket, warm wellness photography (photo 4 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-2-1.jpg,700x480,Colds vs. Flu: The Actual Difference,"everyday healthy lifestyle scene related to Colds vs. Flu: The Actual Difference, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-2-2.jpg,700x480,Colds vs. Flu: The Actual Difference,"everyday healthy lifestyle scene related to Colds vs. Flu: The Actual Difference, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-2-3.jpg,700x480,Colds vs. Flu: The Actual Difference,"everyday healthy lifestyle scene related to Colds vs. Flu: The Actual Difference, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-2-4.jpg,700x480,Colds vs. Flu: The Actual Difference,"everyday healthy lifestyle scene related to Colds vs. Flu: The Actual Difference, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-3-1.jpg,700x480,Colds vs. Flu: The Actual Difference,"everyday healthy lifestyle scene related to Colds vs. Flu: The Actual Difference, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-3-2.jpg,700x480,Colds vs. Flu: The Actual Difference,"everyday healthy lifestyle scene related to Colds vs. Flu: The Actual Difference, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-3-3.jpg,700x480,Colds vs. Flu: The Actual Difference,"everyday healthy lifestyle scene related to Colds vs. Flu: The Actual Difference, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/carousel-3-4.jpg,700x480,Colds vs. Flu: The Actual Difference,"everyday healthy lifestyle scene related to Colds vs. Flu: The Actual Difference, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/cold-and-flu/cover.jpg,1000x560,Colds vs. Flu: The Actual Difference,"person resting sick at home, tissues and tea, warm cozy wellness photography"
images/dehydration/carousel-1-1.jpg,700x480,How Dehydration Silently Affects You,"glass of water on desk, hydration reminder, clean lifestyle photography (photo 1 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-1-2.jpg,700x480,How Dehydration Silently Affects You,"glass of water on desk, hydration reminder, clean lifestyle photography (photo 2 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-1-3.jpg,700x480,How Dehydration Silently Affects You,"glass of water on desk, hydration reminder, clean lifestyle photography (photo 3 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-1-4.jpg,700x480,How Dehydration Silently Affects You,"glass of water on desk, hydration reminder, clean lifestyle photography (photo 4 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-2-1.jpg,700x480,How Dehydration Silently Affects You,"everyday healthy lifestyle scene related to How Dehydration Silently Affects You, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-2-2.jpg,700x480,How Dehydration Silently Affects You,"everyday healthy lifestyle scene related to How Dehydration Silently Affects You, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-2-3.jpg,700x480,How Dehydration Silently Affects You,"everyday healthy lifestyle scene related to How Dehydration Silently Affects You, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-2-4.jpg,700x480,How Dehydration Silently Affects You,"everyday healthy lifestyle scene related to How Dehydration Silently Affects You, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-3-1.jpg,700x480,How Dehydration Silently Affects You,"everyday healthy lifestyle scene related to How Dehydration Silently Affects You, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-3-2.jpg,700x480,How Dehydration Silently Affects You,"everyday healthy lifestyle scene related to How Dehydration Silently Affects You, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-3-3.jpg,700x480,How Dehydration Silently Affects You,"everyday healthy lifestyle scene related to How Dehydration Silently Affects You, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/dehydration/carousel-3-4.jpg,700x480,How Dehydration Silently Affects You,"everyday healthy lifestyle scene related to How Dehydration Silently Affects You, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/dehydration/cover.jpg,1000x560,How Dehydration Silently Affects You,"glass of water refreshing, hydration, clean lifestyle photography style"
images/eye-health/carousel-1-1.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"person looking at laptop screen, eye strain, clean lifestyle photography (photo 1 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-1-2.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"person looking at laptop screen, eye strain, clean lifestyle photography (photo 2 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-1-3.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"person looking at laptop screen, eye strain, clean lifestyle photography (photo 3 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-1-4.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"person looking at laptop screen, eye strain, clean lifestyle photography (photo 4 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-2-1.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"everyday healthy lifestyle scene related to Protecting Your Eyes in a Screen-Filled World, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-2-2.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"everyday healthy lifestyle scene related to Protecting Your Eyes in a Screen-Filled World, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-2-3.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"everyday healthy lifestyle scene related to Protecting Your Eyes in a Screen-Filled World, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-2-4.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"everyday healthy lifestyle scene related to Protecting Your Eyes in a Screen-Filled World, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-3-1.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"everyday healthy lifestyle scene related to Protecting Your Eyes in a Screen-Filled World, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-3-2.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"everyday healthy lifestyle scene related to Protecting Your Eyes in a Screen-Filled World, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-3-3.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"everyday healthy lifestyle scene related to Protecting Your Eyes in a Screen-Filled World, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/eye-health/carousel-3-4.jpg,700x480,Protecting Your Eyes in a Screen-Filled World,"everyday healthy lifestyle scene related to Protecting Your Eyes in a Screen-Filled World, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/eye-health/cover.jpg,1000x560,Protecting Your Eyes in a Screen-Filled World,"healthy human eye closeup, clean medical style, soft blue tones"
images/gut-health/carousel-1-1.jpg,700x480,Understanding Your Gut: Digestive Health,"gut bacteria microbiome illustration, colorful medical style (photo 1 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-1-2.jpg,700x480,Understanding Your Gut: Digestive Health,"gut bacteria microbiome illustration, colorful medical style (photo 2 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-1-3.jpg,700x480,Understanding Your Gut: Digestive Health,"gut bacteria microbiome illustration, colorful medical style (photo 3 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-1-4.jpg,700x480,Understanding Your Gut: Digestive Health,"gut bacteria microbiome illustration, colorful medical style (photo 4 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-2-1.jpg,700x480,Understanding Your Gut: Digestive Health,"everyday healthy lifestyle scene related to Understanding Your Gut: Digestive Health, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-2-2.jpg,700x480,Understanding Your Gut: Digestive Health,"everyday healthy lifestyle scene related to Understanding Your Gut: Digestive Health, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-2-3.jpg,700x480,Understanding Your Gut: Digestive Health,"everyday healthy lifestyle scene related to Understanding Your Gut: Digestive Health, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-2-4.jpg,700x480,Understanding Your Gut: Digestive Health,"everyday healthy lifestyle scene related to Understanding Your Gut: Digestive Health, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-3-1.jpg,700x480,Understanding Your Gut: Digestive Health,"everyday healthy lifestyle scene related to Understanding Your Gut: Digestive Health, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-3-2.jpg,700x480,Understanding Your Gut: Digestive Health,"everyday healthy lifestyle scene related to Understanding Your Gut: Digestive Health, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-3-3.jpg,700x480,Understanding Your Gut: Digestive Health,"everyday healthy lifestyle scene related to Understanding Your Gut: Digestive Health, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/gut-health/carousel-3-4.jpg,700x480,Understanding Your Gut: Digestive Health,"everyday healthy lifestyle scene related to Understanding Your Gut: Digestive Health, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/gut-health/cover.jpg,1000x560,Understanding Your Gut: Digestive Health,"gut microbiome illustration, digestive system, clean medical style, green and blue tones"
images/hair-health/carousel-1-1.jpg,700x480,Why Hair Becomes Weak or Thin,"hair strand closeup texture, healthy hair, clean beauty photography (photo 1 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-1-2.jpg,700x480,Why Hair Becomes Weak or Thin,"hair strand closeup texture, healthy hair, clean beauty photography (photo 2 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-1-3.jpg,700x480,Why Hair Becomes Weak or Thin,"hair strand closeup texture, healthy hair, clean beauty photography (photo 3 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-1-4.jpg,700x480,Why Hair Becomes Weak or Thin,"hair strand closeup texture, healthy hair, clean beauty photography (photo 4 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-2-1.jpg,700x480,Why Hair Becomes Weak or Thin,"everyday healthy lifestyle scene related to Why Hair Becomes Weak or Thin, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-2-2.jpg,700x480,Why Hair Becomes Weak or Thin,"everyday healthy lifestyle scene related to Why Hair Becomes Weak or Thin, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-2-3.jpg,700x480,Why Hair Becomes Weak or Thin,"everyday healthy lifestyle scene related to Why Hair Becomes Weak or Thin, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-2-4.jpg,700x480,Why Hair Becomes Weak or Thin,"everyday healthy lifestyle scene related to Why Hair Becomes Weak or Thin, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-3-1.jpg,700x480,Why Hair Becomes Weak or Thin,"everyday healthy lifestyle scene related to Why Hair Becomes Weak or Thin, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-3-2.jpg,700x480,Why Hair Becomes Weak or Thin,"everyday healthy lifestyle scene related to Why Hair Becomes Weak or Thin, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-3-3.jpg,700x480,Why Hair Becomes Weak or Thin,"everyday healthy lifestyle scene related to Why Hair Becomes Weak or Thin, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/hair-health/carousel-3-4.jpg,700x480,Why Hair Becomes Weak or Thin,"everyday healthy lifestyle scene related to Why Hair Becomes Weak or Thin, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/hair-health/cover.jpg,1000x560,Why Hair Becomes Weak or Thin,"healthy shiny hair closeup, haircare, clean beauty photography style"
images/heart-health/carousel-1-1.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"heart anatomy cross section diagram, medical illustration, clean background (photo 1 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-1-2.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"heart anatomy cross section diagram, medical illustration, clean background (photo 2 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-1-3.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"heart anatomy cross section diagram, medical illustration, clean background (photo 3 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-1-4.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"heart anatomy cross section diagram, medical illustration, clean background (photo 4 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-2-1.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"everyday healthy lifestyle scene related to Understanding Your Heart: A Simple Guide to Heart Health, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-2-2.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"everyday healthy lifestyle scene related to Understanding Your Heart: A Simple Guide to Heart Health, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-2-3.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"everyday healthy lifestyle scene related to Understanding Your Heart: A Simple Guide to Heart Health, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-2-4.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"everyday healthy lifestyle scene related to Understanding Your Heart: A Simple Guide to Heart Health, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-3-1.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"everyday healthy lifestyle scene related to Understanding Your Heart: A Simple Guide to Heart Health, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-3-2.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"everyday healthy lifestyle scene related to Understanding Your Heart: A Simple Guide to Heart Health, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-3-3.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"everyday healthy lifestyle scene related to Understanding Your Heart: A Simple Guide to Heart Health, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/heart-health/carousel-3-4.jpg,700x480,Understanding Your Heart: A Simple Guide to Heart Health,"everyday healthy lifestyle scene related to Understanding Your Heart: A Simple Guide to Heart Health, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/heart-health/cover.jpg,1000x560,Understanding Your Heart: A Simple Guide to Heart Health,"human heart anatomy illustration, clean medical style, red and blue tones, professional"
images/immune-system/carousel-1-1.jpg,700x480,How Your Immune System Really Works,"white blood cells attacking virus, immune response, medical illustration (photo 1 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-1-2.jpg,700x480,How Your Immune System Really Works,"white blood cells attacking virus, immune response, medical illustration (photo 2 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-1-3.jpg,700x480,How Your Immune System Really Works,"white blood cells attacking virus, immune response, medical illustration (photo 3 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-1-4.jpg,700x480,How Your Immune System Really Works,"white blood cells attacking virus, immune response, medical illustration (photo 4 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-2-1.jpg,700x480,How Your Immune System Really Works,"everyday healthy lifestyle scene related to How Your Immune System Really Works, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-2-2.jpg,700x480,How Your Immune System Really Works,"everyday healthy lifestyle scene related to How Your Immune System Really Works, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-2-3.jpg,700x480,How Your Immune System Really Works,"everyday healthy lifestyle scene related to How Your Immune System Really Works, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-2-4.jpg,700x480,How Your Immune System Really Works,"everyday healthy lifestyle scene related to How Your Immune System Really Works, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-3-1.jpg,700x480,How Your Immune System Really Works,"everyday healthy lifestyle scene related to How Your Immune System Really Works, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-3-2.jpg,700x480,How Your Immune System Really Works,"everyday healthy lifestyle scene related to How Your Immune System Really Works, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-3-3.jpg,700x480,How Your Immune System Really Works,"everyday healthy lifestyle scene related to How Your Immune System Really Works, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/immune-system/carousel-3-4.jpg,700x480,How Your Immune System Really Works,"everyday healthy lifestyle scene related to How Your Immune System Really Works, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/immune-system/cover.jpg,1000x560,How Your Immune System Really Works,"immune system white blood cells illustration, clean medical style, blue and white tones"
images/joint-bone-health/carousel-1-1.jpg,700x480,Keeping Your Joints and Bones Strong,"joint cartilage cross section, knee anatomy, medical illustration style (photo 1 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-1-2.jpg,700x480,Keeping Your Joints and Bones Strong,"joint cartilage cross section, knee anatomy, medical illustration style (photo 2 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-1-3.jpg,700x480,Keeping Your Joints and Bones Strong,"joint cartilage cross section, knee anatomy, medical illustration style (photo 3 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-1-4.jpg,700x480,Keeping Your Joints and Bones Strong,"joint cartilage cross section, knee anatomy, medical illustration style (photo 4 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-2-1.jpg,700x480,Keeping Your Joints and Bones Strong,"everyday healthy lifestyle scene related to Keeping Your Joints and Bones Strong, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-2-2.jpg,700x480,Keeping Your Joints and Bones Strong,"everyday healthy lifestyle scene related to Keeping Your Joints and Bones Strong, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-2-3.jpg,700x480,Keeping Your Joints and Bones Strong,"everyday healthy lifestyle scene related to Keeping Your Joints and Bones Strong, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-2-4.jpg,700x480,Keeping Your Joints and Bones Strong,"everyday healthy lifestyle scene related to Keeping Your Joints and Bones Strong, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-3-1.jpg,700x480,Keeping Your Joints and Bones Strong,"everyday healthy lifestyle scene related to Keeping Your Joints and Bones Strong, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-3-2.jpg,700x480,Keeping Your Joints and Bones Strong,"everyday healthy lifestyle scene related to Keeping Your Joints and Bones Strong, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-3-3.jpg,700x480,Keeping Your Joints and Bones Strong,"everyday healthy lifestyle scene related to Keeping Your Joints and Bones Strong, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/carousel-3-4.jpg,700x480,Keeping Your Joints and Bones Strong,"everyday healthy lifestyle scene related to Keeping Your Joints and Bones Strong, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/joint-bone-health/cover.jpg,1000x560,Keeping Your Joints and Bones Strong,"joint and bone anatomy illustration, clean medical style, blue and white tones"
images/kidney-health/carousel-1-1.jpg,700x480,Understanding Your Kidneys,"kidney anatomy diagram, filtration system, medical illustration style (photo 1 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-1-2.jpg,700x480,Understanding Your Kidneys,"kidney anatomy diagram, filtration system, medical illustration style (photo 2 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-1-3.jpg,700x480,Understanding Your Kidneys,"kidney anatomy diagram, filtration system, medical illustration style (photo 3 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-1-4.jpg,700x480,Understanding Your Kidneys,"kidney anatomy diagram, filtration system, medical illustration style (photo 4 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-2-1.jpg,700x480,Understanding Your Kidneys,"everyday healthy lifestyle scene related to Understanding Your Kidneys, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-2-2.jpg,700x480,Understanding Your Kidneys,"everyday healthy lifestyle scene related to Understanding Your Kidneys, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-2-3.jpg,700x480,Understanding Your Kidneys,"everyday healthy lifestyle scene related to Understanding Your Kidneys, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-2-4.jpg,700x480,Understanding Your Kidneys,"everyday healthy lifestyle scene related to Understanding Your Kidneys, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-3-1.jpg,700x480,Understanding Your Kidneys,"everyday healthy lifestyle scene related to Understanding Your Kidneys, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-3-2.jpg,700x480,Understanding Your Kidneys,"everyday healthy lifestyle scene related to Understanding Your Kidneys, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-3-3.jpg,700x480,Understanding Your Kidneys,"everyday healthy lifestyle scene related to Understanding Your Kidneys, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/kidney-health/carousel-3-4.jpg,700x480,Understanding Your Kidneys,"everyday healthy lifestyle scene related to Understanding Your Kidneys, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/kidney-health/cover.jpg,1000x560,Understanding Your Kidneys,"human kidney anatomy illustration, clean medical style, blue tones"
images/oral-health/carousel-1-1.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","mouth oral health illustration, dental care, clean medical style (photo 1 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-1-2.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","mouth oral health illustration, dental care, clean medical style (photo 2 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-1-3.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","mouth oral health illustration, dental care, clean medical style (photo 3 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-1-4.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","mouth oral health illustration, dental care, clean medical style (photo 4 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-2-1.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","everyday healthy lifestyle scene related to Mouth Ulcers, Sores, and Oral Germs, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-2-2.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","everyday healthy lifestyle scene related to Mouth Ulcers, Sores, and Oral Germs, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-2-3.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","everyday healthy lifestyle scene related to Mouth Ulcers, Sores, and Oral Germs, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-2-4.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","everyday healthy lifestyle scene related to Mouth Ulcers, Sores, and Oral Germs, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-3-1.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","everyday healthy lifestyle scene related to Mouth Ulcers, Sores, and Oral Germs, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-3-2.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","everyday healthy lifestyle scene related to Mouth Ulcers, Sores, and Oral Germs, warm natural lighting (photo 2 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-3-3.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","everyday healthy lifestyle scene related to Mouth Ulcers, Sores, and Oral Germs, warm natural lighting (photo 3 of 4, a different angle/moment than the others in this set)"
images/oral-health/carousel-3-4.jpg,700x480,"Mouth Ulcers, Sores, and Oral Germs","everyday healthy lifestyle scene related to Mouth Ulcers, Sores, and Oral Germs, warm natural lighting (photo 4 of 4, a different angle/moment than the others in this set)"
images/oral-health/cover.jpg,1000x560,"Mouth Ulcers, Sores, and Oral Germs","healthy smile close up, oral health, clean dental medical style"
images/screen-time/carousel-1-1.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"phone home screen minimal apps, digital wellbeing, clean lifestyle photo (photo 1 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-1-2.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"phone home screen minimal apps, digital wellbeing, clean lifestyle photo (photo 2 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-1-3.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"phone home screen minimal apps, digital wellbeing, clean lifestyle photo (photo 3 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-1-4.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"phone home screen minimal apps, digital wellbeing, clean lifestyle photo (photo 4 of 4, a different angle/moment than the others in this set)"
images/screen-time/carousel-2-1.jpg,700x480,How to Reduce Screen Time Without Feeling Deprived,"everyday healthy lifestyle scene related to How to Reduce Screen Time Without Feeling Deprived, warm natural lighting (photo 1 of 4, a different angle/moment than the others in this set)"
